Signal,Red,Yellow,Green,Vehicles_Crossed
Signal 4 RED,97,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,16,772
Signal 2 RED,21,5,20,837
Signal 3 RED,71,5,20,228
Signal 4 RED,96,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,15,777
Signal 2 RED,20,5,20,837
Signal 3 RED,70,5,20,228
Signal 4 RED,95,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,14,781
Signal 2 RED,19,5,20,837
Signal 3 RED,69,5,20,228
Signal 4 RED,94,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,13,785
Signal 2 RED,18,5,20,837
Signal 3 RED,68,5,20,228
Signal 4 RED,93,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,12,787
Signal 2 RED,17,5,20,837
Signal 3 RED,67,5,20,228
Signal 4 RED,92,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,11,787
Signal 2 RED,16,5,20,837
Signal 3 RED,66,5,20,228
Signal 4 RED,91,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,10,787
Signal 2 RED,15,5,20,837
Signal 3 RED,65,5,20,228
Signal 4 RED,90,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,9,787
Signal 2 RED,14,5,20,837
Signal 3 RED,64,5,20,228
Signal 4 RED,89,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,8,788
Signal 2 RED,13,5,20,837
Signal 3 RED,63,5,20,228
Signal 4 RED,88,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,7,788
Signal 2 RED,12,5,20,837
Signal 3 RED,62,5,20,228
Signal 4 RED,87,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,6,788
Signal 2 RED,11,5,20,837
Signal 3 RED,61,5,20,228
Signal 4 RED,86,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,5,789
Signal 2 RED,10,5,20,837
Signal 3 RED,60,5,20,228
Signal 4 RED,85,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,4,789
Signal 2 RED,9,5,20,837
Signal 3 RED,59,5,20,228
Signal 4 RED,84,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,3,789
Signal 2 RED,8,5,20,837
Signal 3 RED,58,5,20,228
Signal 4 RED,83,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,2,790
Signal 2 RED,7,5,20,837
Signal 3 RED,57,5,20,228
Signal 4 RED,82,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,1,791
Signal 2 RED,6,5,20,837
Signal 3 RED,56,5,20,228
Signal 4 RED,81,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,100,5,20,793
Signal 2 GREEN,0,5,20,837
Signal 3 RED,25,5,20,228
Signal 4 RED,75,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,99,5,20,793
Signal 2 GREEN,0,5,19,846
Signal 3 RED,24,5,20,228
Signal 4 RED,74,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,98,5,20,793
Signal 2 GREEN,0,5,18,854
Signal 3 RED,23,5,20,228
Signal 4 RED,73,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,97,5,20,793
Signal 2 GREEN,0,5,17,858
Signal 3 RED,22,5,20,228
Signal 4 RED,72,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,96,5,20,793
Signal 2 GREEN,0,5,16,864
Signal 3 RED,21,5,20,228
Signal 4 RED,71,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,95,5,20,793
Signal 2 GREEN,0,5,15,868
Signal 3 RED,20,5,20,228
Signal 4 RED,70,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,94,5,20,793
Signal 2 GREEN,0,5,14,873
Signal 3 RED,19,5,20,228
Signal 4 RED,69,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,93,5,20,793
Signal 2 GREEN,0,5,13,875
Signal 3 RED,18,5,20,228
Signal 4 RED,68,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,92,5,20,793
Signal 2 GREEN,0,5,12,877
Signal 3 RED,17,5,20,228
Signal 4 RED,67,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,91,5,20,793
Signal 2 GREEN,0,5,11,880
Signal 3 RED,16,5,20,228
Signal 4 RED,66,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,90,5,20,793
Signal 2 GREEN,0,5,10,882
Signal 3 RED,15,5,20,228
Signal 4 RED,65,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,89,5,20,793
Signal 2 GREEN,0,5,9,885
Signal 3 RED,14,5,20,228
Signal 4 RED,64,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,88,5,20,793
Signal 2 GREEN,0,5,8,885
Signal 3 RED,13,5,20,228
Signal 4 RED,63,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,87,5,20,793
Signal 2 GREEN,0,5,7,885
Signal 3 RED,12,5,20,228
Signal 4 RED,62,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,86,5,20,793
Signal 2 GREEN,0,5,6,886
Signal 3 RED,11,5,20,228
Signal 4 RED,61,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,85,5,20,793
Signal 2 GREEN,0,5,5,887
Signal 3 RED,10,5,20,228
Signal 4 RED,60,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,84,5,20,793
Signal 2 GREEN,0,5,4,887
Signal 3 RED,9,5,20,228
Signal 4 RED,59,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,83,5,20,793
Signal 2 GREEN,0,5,3,887
Signal 3 RED,8,5,20,228
Signal 4 RED,58,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,82,5,20,793
Signal 2 GREEN,0,5,2,887
Signal 3 RED,7,5,20,228
Signal 4 RED,57,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,81,5,20,793
Signal 2 GREEN,0,5,1,887
Signal 3 RED,6,5,20,228
Signal 4 RED,56,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,75,5,20,793
Signal 2 RED,100,5,20,887
Signal 3 GREEN,0,5,20,228
Signal 4 RED,25,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,74,5,20,793
Signal 2 RED,99,5,20,887
Signal 3 GREEN,0,5,19,233
Signal 4 RED,24,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,73,5,20,793
Signal 2 RED,98,5,20,887
Signal 3 GREEN,0,5,18,235
Signal 4 RED,23,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,72,5,20,793
Signal 2 RED,97,5,20,887
Signal 3 GREEN,0,5,17,235
Signal 4 RED,22,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,71,5,20,793
Signal 2 RED,96,5,20,887
Signal 3 GREEN,0,5,16,235
Signal 4 RED,21,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,70,5,20,793
Signal 2 RED,95,5,20,887
Signal 3 GREEN,0,5,15,235
Signal 4 RED,20,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,69,5,20,793
Signal 2 RED,94,5,20,887
Signal 3 GREEN,0,5,14,235
Signal 4 RED,19,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,68,5,20,793
Signal 2 RED,93,5,20,887
Signal 3 GREEN,0,5,13,235
Signal 4 RED,18,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,67,5,20,793
Signal 2 RED,92,5,20,887
Signal 3 GREEN,0,5,12,235
Signal 4 RED,17,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,66,5,20,793
Signal 2 RED,91,5,20,887
Signal 3 GREEN,0,5,11,235
Signal 4 RED,16,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,65,5,20,793
Signal 2 RED,90,5,20,887
Signal 3 GREEN,0,5,10,235
Signal 4 RED,15,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,64,5,20,793
Signal 2 RED,89,5,20,887
Signal 3 GREEN,0,5,9,235
Signal 4 RED,14,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,63,5,20,793
Signal 2 RED,88,5,20,887
Signal 3 GREEN,0,5,8,235
Signal 4 RED,13,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,62,5,20,793
Signal 2 RED,87,5,20,887
Signal 3 GREEN,0,5,7,235
Signal 4 RED,12,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,61,5,20,793
Signal 2 RED,86,5,20,887
Signal 3 GREEN,0,5,6,235
Signal 4 RED,11,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,60,5,20,793
Signal 2 RED,85,5,20,887
Signal 3 GREEN,0,5,5,235
Signal 4 RED,10,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,59,5,20,793
Signal 2 RED,84,5,20,887
Signal 3 GREEN,0,5,4,235
Signal 4 RED,9,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,58,5,20,793
Signal 2 RED,83,5,20,887
Signal 3 GREEN,0,5,3,235
Signal 4 RED,8,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,57,5,20,793
Signal 2 RED,82,5,20,887
Signal 3 GREEN,0,5,2,235
Signal 4 RED,7,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,56,5,20,793
Signal 2 RED,81,5,20,887
Signal 3 GREEN,0,5,1,236
Signal 4 RED,6,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,25,5,20,793
Signal 2 RED,75,5,20,887
Signal 3 RED,100,5,20,236
Signal 4 GREEN,0,5,20,230
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,24,5,20,793
Signal 2 RED,74,5,20,887
Signal 3 RED,99,5,20,236
Signal 4 GREEN,0,5,19,237
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,23,5,20,793
Signal 2 RED,73,5,20,887
Signal 3 RED,98,5,20,236
Signal 4 GREEN,0,5,18,240
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,22,5,20,793
Signal 2 RED,72,5,20,887
Signal 3 RED,97,5,20,236
Signal 4 GREEN,0,5,17,242
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,21,5,20,793
Signal 2 RED,71,5,20,887
Signal 3 RED,96,5,20,236
Signal 4 GREEN,0,5,16,243
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,20,5,20,793
Signal 2 RED,70,5,20,887
Signal 3 RED,95,5,20,236
Signal 4 GREEN,0,5,15,243
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,19,5,20,793
Signal 2 RED,69,5,20,887
Signal 3 RED,94,5,20,236
Signal 4 GREEN,0,5,14,243
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,18,5,20,793
Signal 2 RED,68,5,20,887
Signal 3 RED,93,5,20,236
Signal 4 GREEN,0,5,13,243
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,17,5,20,793
Signal 2 RED,67,5,20,887
Signal 3 RED,92,5,20,236
Signal 4 GREEN,0,5,12,244
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,16,5,20,793
Signal 2 RED,66,5,20,887
Signal 3 RED,91,5,20,236
Signal 4 GREEN,0,5,11,245
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,15,5,20,793
Signal 2 RED,65,5,20,887
Signal 3 RED,90,5,20,236
Signal 4 GREEN,0,5,10,245
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,14,5,20,793
Signal 2 RED,64,5,20,887
Signal 3 RED,89,5,20,236
Signal 4 GREEN,0,5,9,245
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,13,5,20,793
Signal 2 RED,63,5,20,887
Signal 3 RED,88,5,20,236
Signal 4 GREEN,0,5,8,245
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,12,5,20,793
Signal 2 RED,62,5,20,887
Signal 3 RED,87,5,20,236
Signal 4 GREEN,0,5,7,245
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,11,5,20,793
Signal 2 RED,61,5,20,887
Signal 3 RED,86,5,20,236
Signal 4 GREEN,0,5,6,245
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,10,5,20,793
Signal 2 RED,60,5,20,887
Signal 3 RED,85,5,20,236
Signal 4 GREEN,0,5,5,245
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,9,5,20,793
Signal 2 RED,59,5,20,887
Signal 3 RED,84,5,20,236
Signal 4 GREEN,0,5,4,245
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,8,5,20,793
Signal 2 RED,58,5,20,887
Signal 3 RED,83,5,20,236
Signal 4 GREEN,0,5,3,245
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,7,5,20,793
Signal 2 RED,57,5,20,887
Signal 3 RED,82,5,20,236
Signal 4 GREEN,0,5,2,245
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,6,5,20,793
Signal 2 RED,56,5,20,887
Signal 3 RED,81,5,20,236
Signal 4 GREEN,0,5,1,245
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,20,793
Signal 2 RED,25,5,20,887
Signal 3 RED,75,5,20,236
Signal 4 RED,100,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,19,804
Signal 2 RED,24,5,20,887
Signal 3 RED,74,5,20,236
Signal 4 RED,99,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,18,809
Signal 2 RED,23,5,20,887
Signal 3 RED,73,5,20,236
Signal 4 RED,98,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,17,814
Signal 2 RED,22,5,20,887
Signal 3 RED,72,5,20,236
Signal 4 RED,97,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,16,819
Signal 2 RED,21,5,20,887
Signal 3 RED,71,5,20,236
Signal 4 RED,96,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,15,824
Signal 2 RED,20,5,20,887
Signal 3 RED,70,5,20,236
Signal 4 RED,95,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,14,826
Signal 2 RED,19,5,20,887
Signal 3 RED,69,5,20,236
Signal 4 RED,94,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,13,828
Signal 2 RED,18,5,20,887
Signal 3 RED,68,5,20,236
Signal 4 RED,93,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,12,831
Signal 2 RED,17,5,20,887
Signal 3 RED,67,5,20,236
Signal 4 RED,92,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,11,833
Signal 2 RED,16,5,20,887
Signal 3 RED,66,5,20,236
Signal 4 RED,91,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,10,833
Signal 2 RED,15,5,20,887
Signal 3 RED,65,5,20,236
Signal 4 RED,90,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,9,833
Signal 2 RED,14,5,20,887
Signal 3 RED,64,5,20,236
Signal 4 RED,89,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,8,833
Signal 2 RED,13,5,20,887
Signal 3 RED,63,5,20,236
Signal 4 RED,88,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,7,833
Signal 2 RED,12,5,20,887
Signal 3 RED,62,5,20,236
Signal 4 RED,87,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,6,834
Signal 2 RED,11,5,20,887
Signal 3 RED,61,5,20,236
Signal 4 RED,86,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,5,836
Signal 2 RED,10,5,20,887
Signal 3 RED,60,5,20,236
Signal 4 RED,85,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,4,836
Signal 2 RED,9,5,20,887
Signal 3 RED,59,5,20,236
Signal 4 RED,84,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,3,837
Signal 2 RED,8,5,20,887
Signal 3 RED,58,5,20,236
Signal 4 RED,83,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,2,837
Signal 2 RED,7,5,20,887
Signal 3 RED,57,5,20,236
Signal 4 RED,82,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 GREEN,0,5,1,838
Signal 2 RED,6,5,20,887
Signal 3 RED,56,5,20,236
Signal 4 RED,81,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,100,5,20,838
Signal 2 GREEN,0,5,20,887
Signal 3 RED,25,5,20,236
Signal 4 RED,75,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,99,5,20,838
Signal 2 GREEN,0,5,19,897
Signal 3 RED,24,5,20,236
Signal 4 RED,74,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,98,5,20,838
Signal 2 GREEN,0,5,18,901
Signal 3 RED,23,5,20,236
Signal 4 RED,73,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,97,5,20,838
Signal 2 GREEN,0,5,17,906
Signal 3 RED,22,5,20,236
Signal 4 RED,72,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,96,5,20,838
Signal 2 GREEN,0,5,16,911
Signal 3 RED,21,5,20,236
Signal 4 RED,71,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,95,5,20,838
Signal 2 GREEN,0,5,15,915
Signal 3 RED,20,5,20,236
Signal 4 RED,70,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,94,5,20,838
Signal 2 GREEN,0,5,14,920
Signal 3 RED,19,5,20,236
Signal 4 RED,69,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,93,5,20,838
Signal 2 GREEN,0,5,13,925
Signal 3 RED,18,5,20,236
Signal 4 RED,68,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,92,5,20,838
Signal 2 GREEN,0,5,12,929
Signal 3 RED,17,5,20,236
Signal 4 RED,67,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,91,5,20,838
Signal 2 GREEN,0,5,11,932
Signal 3 RED,16,5,20,236
Signal 4 RED,66,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,90,5,20,838
Signal 2 GREEN,0,5,10,935
Signal 3 RED,15,5,20,236
Signal 4 RED,65,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,89,5,20,838
Signal 2 GREEN,0,5,9,937
Signal 3 RED,14,5,20,236
Signal 4 RED,64,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,88,5,20,838
Signal 2 GREEN,0,5,8,939
Signal 3 RED,13,5,20,236
Signal 4 RED,63,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,87,5,20,838
Signal 2 GREEN,0,5,7,940
Signal 3 RED,12,5,20,236
Signal 4 RED,62,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,86,5,20,838
Signal 2 GREEN,0,5,6,940
Signal 3 RED,11,5,20,236
Signal 4 RED,61,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,85,5,20,838
Signal 2 GREEN,0,5,5,941
Signal 3 RED,10,5,20,236
Signal 4 RED,60,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,84,5,20,838
Signal 2 GREEN,0,5,4,942
Signal 3 RED,9,5,20,236
Signal 4 RED,59,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,83,5,20,838
Signal 2 GREEN,0,5,3,943
Signal 3 RED,8,5,20,236
Signal 4 RED,58,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,82,5,20,838
Signal 2 GREEN,0,5,2,944
Signal 3 RED,7,5,20,236
Signal 4 RED,57,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,81,5,20,838
Signal 2 GREEN,0,5,1,944
Signal 3 RED,6,5,20,236
Signal 4 RED,56,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,75,5,20,838
Signal 2 RED,100,5,20,944
Signal 3 GREEN,0,5,20,236
Signal 4 RED,25,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,74,5,20,838
Signal 2 RED,99,5,20,944
Signal 3 GREEN,0,5,19,241
Signal 4 RED,24,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,73,5,20,838
Signal 2 RED,98,5,20,944
Signal 3 GREEN,0,5,18,245
Signal 4 RED,23,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,72,5,20,838
Signal 2 RED,97,5,20,944
Signal 3 GREEN,0,5,17,245
Signal 4 RED,22,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,71,5,20,838
Signal 2 RED,96,5,20,944
Signal 3 GREEN,0,5,16,245
Signal 4 RED,21,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,70,5,20,838
Signal 2 RED,95,5,20,944
Signal 3 GREEN,0,5,15,247
Signal 4 RED,20,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,69,5,20,838
Signal 2 RED,94,5,20,944
Signal 3 GREEN,0,5,14,247
Signal 4 RED,19,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,68,5,20,838
Signal 2 RED,93,5,20,944
Signal 3 GREEN,0,5,13,247
Signal 4 RED,18,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,67,5,20,838
Signal 2 RED,92,5,20,944
Signal 3 GREEN,0,5,12,247
Signal 4 RED,17,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,66,5,20,838
Signal 2 RED,91,5,20,944
Signal 3 GREEN,0,5,11,247
Signal 4 RED,16,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,65,5,20,838
Signal 2 RED,90,5,20,944
Signal 3 GREEN,0,5,10,247
Signal 4 RED,15,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,64,5,20,838
Signal 2 RED,89,5,20,944
Signal 3 GREEN,0,5,9,247
Signal 4 RED,14,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,63,5,20,838
Signal 2 RED,88,5,20,944
Signal 3 GREEN,0,5,8,247
Signal 4 RED,13,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,62,5,20,838
Signal 2 RED,87,5,20,944
Signal 3 GREEN,0,5,7,247
Signal 4 RED,12,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,61,5,20,838
Signal 2 RED,86,5,20,944
Signal 3 GREEN,0,5,6,247
Signal 4 RED,11,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,60,5,20,838
Signal 2 RED,85,5,20,944
Signal 3 GREEN,0,5,5,247
Signal 4 RED,10,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,59,5,20,838
Signal 2 RED,84,5,20,944
Signal 3 GREEN,0,5,4,247
Signal 4 RED,9,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,58,5,20,838
Signal 2 RED,83,5,20,944
Signal 3 GREEN,0,5,3,247
Signal 4 RED,8,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,57,5,20,838
Signal 2 RED,82,5,20,944
Signal 3 GREEN,0,5,2,247
Signal 4 RED,7,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,56,5,20,838
Signal 2 RED,81,5,20,944
Signal 3 GREEN,0,5,1,247
Signal 4 RED,6,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,25,5,20,838
Signal 2 RED,75,5,20,944
Signal 3 RED,100,5,20,247
Signal 4 GREEN,0,5,20,246
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,24,5,20,838
Signal 2 RED,74,5,20,944
Signal 3 RED,99,5,20,247
Signal 4 GREEN,0,5,19,257
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,23,5,20,838
Signal 2 RED,73,5,20,944
Signal 3 RED,98,5,20,247
Signal 4 GREEN,0,5,18,259
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,22,5,20,838
Signal 2 RED,72,5,20,944
Signal 3 RED,97,5,20,247
Signal 4 GREEN,0,5,17,261
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,21,5,20,838
Signal 2 RED,71,5,20,944
Signal 3 RED,96,5,20,247
Signal 4 GREEN,0,5,16,262
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,20,5,20,838
Signal 2 RED,70,5,20,944
Signal 3 RED,95,5,20,247
Signal 4 GREEN,0,5,15,262
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,19,5,20,838
Signal 2 RED,69,5,20,944
Signal 3 RED,94,5,20,247
Signal 4 GREEN,0,5,14,262
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,18,5,20,838
Signal 2 RED,68,5,20,944
Signal 3 RED,93,5,20,247
Signal 4 GREEN,0,5,13,262
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,17,5,20,838
Signal 2 RED,67,5,20,944
Signal 3 RED,92,5,20,247
Signal 4 GREEN,0,5,12,262
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,16,5,20,838
Signal 2 RED,66,5,20,944
Signal 3 RED,91,5,20,247
Signal 4 GREEN,0,5,11,262
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,15,5,20,838
Signal 2 RED,65,5,20,944
Signal 3 RED,90,5,20,247
Signal 4 GREEN,0,5,10,262
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,14,5,20,838
Signal 2 RED,64,5,20,944
Signal 3 RED,89,5,20,247
Signal 4 GREEN,0,5,9,262
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,13,5,20,838
Signal 2 RED,63,5,20,944
Signal 3 RED,88,5,20,247
Signal 4 GREEN,0,5,8,262
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,12,5,20,838
Signal 2 RED,62,5,20,944
Signal 3 RED,87,5,20,247
Signal 4 GREEN,0,5,7,262
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,11,5,20,838
Signal 2 RED,61,5,20,944
Signal 3 RED,86,5,20,247
Signal 4 GREEN,0,5,6,263
,Red,Yellow,Green,Vehicles Crossed
Signal 1 RED,10,5,20,838
Signal 2 RED,60,5,20,944
